Name	Parent name
RP11-371I1.1	KRT18
RPS3AP1	RPS3A
RP11-91I11.1	RPL39
RP11-527B17.2	HSPE1
H3F3AP3	H3F3B
RP11-227H15.7	RPS15A
AC000078.5	RPL8
RP11-152F13.3	GOLGA6B
ACTR3P3	ACTR3B
RP11-507E23.1	RPS24
RP5-1158E12.2	SRSF6
RP1-290I10.4	MRPL48
RP11-593P24.2	MT-CYB
RP11-664H7.2	MT-ND6
RP11-11N6.1	IL9
DGKZP1	DGKZ
RP11-101E5.2	PTS
CCT5P1	CCT5
RP11-501C14.7	CMC1
RP11-437G21.6	SSU72
RP11-454L9.2	HMGN1
GUSBP11	GUSB
RP11-350G8.7	PSMD8
RP11-267N12.2	TRNT1
UQCRFS1P2	UQCRFS1
RP11-726G23.10	SPATA5L1
AP006294.2	C11orf2
RP11-501M7.1	UBTD2
RP11-680E19.1	ZNF791
RP11-106J23.1	RPS10
FEM1AP1	FEM1A
OR8B9P	OR8B12
RP5-1116H23.1	RPS21
RP11-438O11.1	HMGCS1
RP11-386M24.5	LAMTOR3
RP11-613F7.1	RPS12
RP11-289I10.2	VOPP1
RP11-132J14.1	RPL7A
RP1-93C23.1	SRD5A1
LL22NC03-22A12.9	ASH2L
RPL8P2	RPL8
CYB5P4	CYB5A
AL353997.4	YWHAE
AC005517.3	PPIA
RP11-113C12.4	RPS24
GAPDHP37	GAPDH
RP4-710M3.1	RPL12
TOP1P1	TOP1
ST13P20	ST13
AC109309.6	NDUFA5
RP3-347M6.1	PPIA
AC079776.7	C10orf57
RPL39P26	RPL39
RP11-115L11.1	RPL10A
AC004461.4	RPL28
RPL13P6	RPL13
SRRM1P2	SRRM1
RP11-489M13.1	RPS3A
AC011330.5	PPIP5K1
RP11-206F17.2	FAM192A
AC018892.8	TRIM64B
RP11-64I24.2	NDUFAF4
RPL21P108	RPL21
CTB-31N19.2	CA5A
RP11-998D10.5	CKAP2
AC018867.1	DPRX
RP11-351O1.3	HSPE1
RP11-391J13.1	ADAM29
LINC00266-2P	AC138035.1
RP11-436M15.1	RPS2
RP11-8J23.1	RPS17
RP11-803B1.2	C21orf63
RP11-47D6.1	HYDIN
AC009161.1	RPL32
GGT3P	GGT1
RP11-373E16.1	RPL28
RP11-810K23.5	ZNF519
CTD-2003D5.1	CAB39
TAAR4P	TAAR1
OR2Q1P	OR2F1
MTND6P11	MT-ND6
RPL6P29	RPL6
LL22NC03-80A10.11	ASH2L
OR2J4P	OR2J3
CFL1P1	CFL1
RP11-494K3.2	RPL13A
CENPVL1	CENPV
RP11-345I18.1	UQCR11
RP11-82L7.1	NMNAT1
AC009414.1	RPL21
ATP5LP2	ATP5L
AC009963.5	RPL22
RP11-780M14.1	ETNK1
BCRP8	BCR
AC114755.7	ANAPC1
HIST1H2BPS1	HIST2H2BF
AL121657.4	RPL21
RP11-448N11.1	DHFR
RP11-497H16.4	POM121L4P
RP11-109P14.1	ACTN4
RP11-635I10.1	RPL21
AC002076.9	NDUFAF4
CYCSP48	CYCS
CDY14P	CDY1
CTD-2022H16.2	NCAPG
VN1R105P	VN1R1
RP11-88J6.1	CXCL1
RP11-96F3.2	LDHA
RP11-120B7.1	RPS20
RP11-136C24.1	FAM120A
RP11-100J16.5	PTS
RP11-213K17.1	DLEC1
RP5-836E8.1	SRSF10
RP11-181D18.4	CHRAC1
RP11-382F24.1	PAGE2B
ATP8A2P3	ATP8A2
IGHVIII-76-1	IGHV3-74
AP000438.4	SLC22A25
RPL36P4	RPL36
RP11-468N14.5	UGT2B4
RP1-142F18.2	MAGEE1
AFG3L1P	AFG3L2
RP11-204K16.2	PPIA
RP11-461O14.1	RPL7
AC023347.2	SLC6A14
IGLVV-66	IGLV4-3
RP5-967N21.2	KANK1
RP11-629O4.1	METTL1
RP11-214N15.5	EEF1A1
RP11-550A9.1	RP11-683L23.1
RP1-102G20.4	RPS26
RP11-411P18.2	UBE2V1
RP11-651P23.6	NPM1
BX284650.4	FAM91A1
RP11-520H14.1	RPS28
RP1-59B16.1	ISG20L2
PDZK1P2	PDZK1
RP11-205M3.2	PTGES3
GXYLT1P2	GXYLT1
CTD-2547E10.2	SMG1
RP11-509P12.1	PSMC2
SNRPGP8	SNRPG
AL591704.5	LAPTM4B
ZNF192P2	ZNF192
RP11-48B3.2	OCIAD2
OR51AB1P	OR51I1
RP11-445P17.6	ARL4A
RP11-548C21.1	PSAT1
RP4-694A7.3	TXN
RP11-613M5.3	RPL7
RP3-354N19.3	RPL13A
RPS15AP24	RPS15A
SPATA20P1	SPATA20
AACP	NAT1
HSPD1P7	HSPD1
RP11-56P9.11	TRIM64B
CTC-280C13.1	COX7A2L
AC011242.5	ZFP106
RPL17P11	RPL17
RP11-95P9.1	RPL36
IGHVII-51-2	IGHV4-34
AACSP1	AACS
CPHL1P	CP
RP1-95L4.4	PARL
AC073143.1	MRAS
SETP15	SET
CTD-2313D3.1	ACTG1
RP11-124D9.1	RBBP4
LA16c-60G3.5	C10orf57
PSMD10P2	PSMD10
AL160471.6	RPSA
COX6A1P3	COX6A1P2
RP1-169P22.2	RRM2
RP1-72A23.1	AP4S1
TPTE2P4	TPTE2
OR51A8P	OR51A7
RP11-369J21.1	AC025287.1
AC079807.3	RPS27A
RP11-307E17.9	PNRC2
AC008280.1	RPL21
CTC-498M16.1	RPS3A
TDGF1P2	TDGF1
RP11-246E14.1	SALL4
ALDOAP1	ALDOA
RP11-468N14.12	UGT2B10
RP11-170L9.1	COX6A1
RP11-144C9.1	GAPDH
RP11-65E22.3	NIP7
RP11-528A4.3	COX6A1
GMPSP1	GMPS
CCNB1IP1P2	CCNB1IP1
ZDHHC4P1	ZDHHC4
RP11-342F21.1	FAM190B
KB-1090H4.2	RPL21
RP11-109G10.2	RPL35A
GS1-309P15.4	RDX
PRSS41	PRSS21
RP11-244H18.4	NEK2
RP11-536C10.19	FAR2
AC114752.2	RPL23A
RP11-323K3.1	EXOC5
RP11-309H21.1	HNRNPA1
JTBP1	JTB
AC097523.2	YWHAE
AC024937.2	ARL8B
RP11-598O12.1	RACGAP1
RP11-144L1.8	HSP90AA1
OSTCP4	OSTC
AC006499.3	MX1
KLF3P2	KLF12
UBE3AP2	UBE3A
RP11-545M17.3	PPIA
CTB-75G16.1	RPS2
CTD-2248H3.1	RPS12
AC009362.2	RPL27
USP17L6P	RP11-1396O13.4
PHBP7	PHB
RP11-81M19.3	ANKRD33B
RP11-334L9.1	HSPA5
IGKV2D-38	IGKV2D-29
RP11-15J10.8	TRIM43
AC138783.12	PMS2
RP11-93K22.7	C11orf2
RP11-291C6.1	AMACR
MARK2P13	MARK2
RP11-693J15.3	MTCH2
AC005215.1	RPS12
CCNT2P1	CCNT2
RP5-1108M17.5	AMY2A
CYCSP55	CYCS
SRP68P2	SRP68
AC006326.3	HNRNPA1
RP11-746P2.5	DHCR24
RP5-916O11.3	WEE1
AP000867.14	KRTAP5-11
RP11-87H9.2	FRG1
RP11-718B12.5	EIF2S2
NPM1P19	NPM1
AC009237.17	CDON
AC004022.8	ERVFRD-1
AKR1B1P4	AKR1B10
HMGN1P20	HMGN1
CTA-253N17.1	RPL22
RP11-432I13.1	ANKRD30A
RP11-573G6.2	RPL31
RP11-1217F2.9	MT-CO1
ZNRF2P1	ZNRF2
HMGN1P16	HMGN1
CTB-118N6.1	RPS14
RP11-348H3.2	RPS5
AC092640.1	RPS6
RP11-117F22.1	RPL23A
RP1-128O3.6	RPL36A
PHBP12	PHB
KB-67B5.12	PIK3CA
RP5-961K14.1	KAT7
AC131180.4	FAR2
RPS20P2	RPS20
KB-1683C8.1	RPS2
OR8B10P	OR8B8
RP11-367O10.1	METAP1
RP11-33D13.2	PNLIP
OR7E136P	OR7E24
RWDD4P2	RWDD4
DDX11L2	DDX11
RP11-423F24.3	RNF4
RP11-241K18.2	CENPP
RP11-521J5.1	RPL7
RPL31P1	RPL31
MORF4L2P1	MORF4L2
RP11-275O18.1	VN1R4
AC016691.2	RPL27
RP11-434O22.1	RPL12
CTD-3236F5.1	RPL34
RP11-308N19.5	RFWD2
GS1-542M4.3	C11orf51
CTC-505O3.1	H3F3B
RP1-192P9.1	PLLP
RLIMP1	RNF6
CTC-394G3.1	RPS3A
IGLVVII-41-1	IGLV2-18
PPM1AP1	PPM1A
GUSBP6	GUSB
RP11-564C4.8	PGGT1B
RP11-10L12.2	WDR12
ZDHHC8P1	ZDHHC8
MCFD2P1	MCFD2
STARP1	STAR
AC073987.2	ZCCHC2
KB-1410C5.1	MLF2
IGHV1-12	IGHV1-2
HSD3BP3	HSD3B1
OR5AP1P	OR5B12
CLCP2	CLC
CDY18P	CDY1
RP11-295J3.3	GNG10
SETP4	SET
RP1-101K10.4	C11orf48
RP11-486A14.1	ANAPC10
RP11-321E2.11	H3F3B
RP11-161N3.3	RPL37
PPP1R2P6	PPP1R2
RP4-612B18.3	RPS15
RPL3P5	RPL3
RP11-331H2.3	COX7B
RP11-522B15.1	RPL31
RP11-166D18.2	TRMT112
CTD-2560C21.1	RSL24D1
RP11-263C24.3	SUMO1
KRT18P32	KRT18
CYP1D1P	CYP1A1
RP11-451N19.1	RPL12
RP11-163O19.3	TRIM43
RP11-314N2.2	PRAMEF17
RP11-802H3.1	KRT8
PFN1P12	PFN1
LINC00265-3P	AC010507.1
RP11-812I20.2	RPS12
RP11-429A20.2	EIF3F
RP11-129B9.2	PRDX6
AC073464.11	RP11-195B21.3
RP11-5A11.1	PTMA
RP11-702C7.2	FMN2
RP11-129H15.4	LSM14A
AL353997.9	NOS2
RP11-392M9.2	NDUFB5
RP11-219P18.3	SLC25A6
CTA-481E9.1	RPL7
RP11-46H11.2	NHP2L1
RP11-395G17.1	DOCK1
CTD-2503H21.1	RPS15A
AC226150.3	IL9R
RP11-339A7.1	RPL21
CTA-256D12.12	RPE
CCR12P	GPR183
RP11-681N23.1	RPL36AL
RP1-93L7.3	RNF34
FTH1P22	FTH1
AC004016.2	SNRPC
AC135999.2	RPL9
DIS3L2P1	DIS3L2
TAF13P2	TAF13
CTGLF12P	AGAP8
RP11-453D16.1	PCGF1
RP11-39E3.4	CSRP2
RP3-369A17.2	AP3S1
AC092661.2	NT5C3
RP11-400K9.1	RPL21
GAPDHP59	GAPDH
RP11-382H24.2	SSB
CTD-2340F8.1	FKBP4
IGHVII-30-1	IGHV4-59
RPS10P16	RPS10
GAPDHP64	GAPDH
RP11-21C4.5	RPL23
SUMO1P2	SUMO1
RP11-292O17.1	RPL31
RP13-204A15.3	MKRN1
RP11-432M8.16	TAF11
RP11-234P3.4	UQCR10
GAPDHP26	GAPDH
KRT8P23	KRT8
PHF2P2	PHF2
RP11-775C24.1	ANP32B
RP11-78E6.1	TMEM38B
CTC-550M4.1	RPL36A
RP13-138P15.3	KRT18
UGT2A3P7	UGT2A3
RP11-753I4.2	ADAM20
RP11-2I17.1	RPL21
RP4-800M22.2	TRA2A
RP11-172C16.2	FAM55B
TSPY11P	TSPY1
AC000111.4	RPL32
RP11-331N16.1	RPL41
SETP9	SET
RP11-603K19.1	MAT2A
AC018463.5	PPIA
RP11-644A8.1	OR9G1
TATDN2P3	TATDN2
RP11-451K18.3	KRT18
CTB-54D4.1	RPL7
MRPL9P1	MRPL9
RP4-560B9.5	SLC5A4
AC007618.3	RPS6
ACTG1P3	ACTG1
OFD1P2Y	OFD1
CTAGE10P	CTAGE1
RP3-340B19.2	RPS15A
RP11-226P1.3	EEF1A1
AC073410.1	RPL13A
RP11-348P10.1	SOCS5
RP11-343H5.4	RPS14
RPS3AP40	RPS3A
TFAMP2	TFAM
CTGLF8P	AGAP4
CTD-3138B18.1	RPS15A
AP003068.18	PGAM1
RP11-120E5.2	RAB28
RP11-556G22.1	RPL31
MRPS16P	MRPS16
HMGB1P7	HMGB1
CTB-179I1.2	DPPA2
RPL35P5	RPL35
RP11-736L22.1	HNRNPU
RP5-1042I8.3	PFN1
AC019178.3	TERF1
RP5-945F2.1	MT-CO1
RP11-64K7.1	PSMC2
RP11-118N24.2	WDR82
RP11-267D19.2	ASS1
RP11-807H22.4	RPE
IGKV2-38	AC233264.4
RP11-244H18.2	MED15
RP11-944L7.3	EI24
AC112220.2	IFITM1
NPM1P17	NPM1
RP11-13A1.2	MAP1LC3B
RPL35P4	RPL35
AL590762.11	PABPN1
IGLV3-13	IGLV3-1
SUCLA2P3	SUCLA2
OR11M1P	OR5B21
OR7E156P	OR7E24
RP1-199J3.5	RPS3
RP11-498A13.1	NRBF2
RP5-983L19.1	RPL5
AC079305.9	DNAJC19
RP4-635A23.4	PSMD7
YBX1P9	YBX1
GBP1P1	GBP1
RP11-163O19.10	AC084851.1
AC008268.2	GPAT2
RP11-14C22.4	SVIL
AK3P3	AK3
RP11-241F15.6	MT-CO3
RP11-313F23.2	FAM166A
OR4A50P	OR4A16
MTND5P23	MT-ND5
AC092653.5	NAT8
CTD-3105H18.11	MT-ATP6
RP11-79I23.2	FAM133A
RP11-492O8.1	RP5-972B16.2
CTD-2533K21.1	GCSH
TRAPPC2P4	TRAPPC2
CTC-534B23.1	PDAP1
C1DP1	C1D
CTB-46E9.1	RPS20
RP11-361F19.1	ZNF670
RP11-57I17.3	CDCA4
RP11-2J18.1	RPS15A
RP11-360G10.2	SDHC
RP11-838N2.2	RPL21
RP11-78H18.2	PRPF4B
LDHBP1	LDHB
RP11-710N8.2	CNOT7
AP000725.1	MED28
RP11-895M11.2	CMC1
RP11-169K16.7	UQCRH
AC016700.4	MRPL36
HIGD1AP3	HIGD1A
RP11-422N19.3	RPSA
AC097359.2	RPS16
RP11-274B18.3	DSE
RP11-107P7.5	TRIM43
SMARCE1P5	SMARCE1
RP11-157L3.4	FAM27D1
CICP13	CIC
HMGB1P27	HMGB1
AC103563.5	IGHV3-74
RP11-416N13.1	MPZL1
CTD-2325K12.1	SRSF10
RP5-857K21.12	C10orf26
RP11-512G13.1	GLT6D1
OR4A19P	OR4A47
AC073869.3	OPHN1
RP11-289K10.1	RPS19
AC013733.5	SAP18
RP11-267M23.5	MAST2
HNRNPA1P15	HNRNPA1
CTC-512J14.1	RPL39
RP11-150L8.4	RBM17
OR4A21P	OR4C6
HMGN2P19	HMGN2
AC006461.2	RPS15A
RALGAPA1P	RALGAPA1
RCC2P3	RCC2
RP11-667M19.7	LRRC37A3
RP11-613F22.5	YWHAB
GLULP4	GLUL
AC018462.3	RPSA
RP11-198M6.2	NACA
RP11-484L7.1	TIGD1
TMCC1P1	TMCC1
TMED10P2	TMED10
CTD-2547L16.3	FAM175A
GS1-257G1.1	UBE2E3
TAF9P2	TAF9
RP11-153K11.6	KRT19
RP11-490G8.1	RPL29
PRKXP1	PRKX
RP11-183G22.1	RPS2
AC023271.2	RPL23A
RP11-449I17.5	CCND3
PPP1R26P2	PPP1R26
RP11-416K24.2	EIF1
MRPL35P2	MRPL35
SUMO2P7	SUMO2
SUMO2P2	SUMO2
RP11-588F10.1	MPPE1
DSTNP2	DSTN
AC098614.1	RPS27
CBX3P1	CBX3
RP11-103C3.2	SLC35E3
RP3-399J4.2	RPL7A
RP11-114H7.1	RPL11
RP11-688D15.1	RPL13A
RP11-666F17.2	ECHDC2
VN1R36P	VN1R2
RP11-536C10.15	C10orf57
RP11-313I2.5	CDON
UBQLN4P1	UBQLN4
PFN1P11	PFN1
RP11-488C13.1	RPL22
RP13-461N9.2	RPS21
RP11-781E19.1	HSP90AB1
AC068274.1	MRPL50
MLLT10P1	MLLT10
TRIM60P9Y	TRIM60
RP11-722P15.2	SLC25A14
HIGD1AP12	HIGD1A
RP4-781L3.1	IFITM3
ZNF705E	ZNF705A
OR8A2P	OR8A1
ALG1L2	ALG1L
CATSPER2P1	CATSPER2
RP1-253B10.1	RPL29
IGHV7-56	IGHV7-81
AP004289.2	MSL3
CTD-2013N17.1	RPS2
RP11-61G24.1	TLN1
RPSAP8	RPSAP58
AC005019.2	RPL26
TSPY24P	TSPY1
CTC-756D1.1	DNAJC5
RP11-432M8.14	TAF11
RAC1P5	RAC2
RPL7AP72	RPL7A
RP3-431P23.2	SPTLC2
RP11-546B8.1	RPL19
AC004593.2	NANOG
RP11-252O18.2	PSMG3
RP11-80H5.5	PANK1
RP11-274J15.2	HIST1H2BJ
KRT18P51	KRT18
RP11-250B2.1	RPL17
AC073464.7	CYP4F31P
AC023356.3	PIN4
EEF1A1P34	EEF1A1
RP11-577H5.1	RPL7A
RBMX2P3	RBMX2
RPLP0P1	RPLP0
NANOGNBP1	NANOGNB
HIST2H2BD	HIST1H2BM
AC007899.3	C11orf46
RP11-600F24.6	HMGB3
MTND5P16	MT-ND5
CICP2	CIC
FAM90A21P	RP11-1286E23.4
DUTP2	DUT
CTC-428G20.1	RPS2
RP11-293G6__A.3	RPS21
MTND2P31	MT-ND2
RP11-382A20.1	FABP5
RP11-123J14.2	TXN
AC002553.2	RPLP1
RP11-263C16.2	NRXN1
OR51A6P	OR51A7
RP11-560D2.2	HSPA8
AC074367.1	FAM54A
NAP1L4P1	NAP1L4
RP11-2F9.1	RPS8
HMGN1P14	HMGN1
RP11-748H22.1	KIAA1191
AP000435.3	DPYSL5
MRPL35P4	MRPL35
NFYAP1	NFYA
CTD-2301A4.1	RPS20
RP11-500G9.1	ERP44
GS1-18A18.3	RPL31
HSPD1P1	HSPD1
CYCSP42	CYCS
TPI1P3	TPI1
EEF1A1P25	EEF1A1
RPL5P31	RPL5
RP11-713N11.3	MLF1IP
SETP7	SET
AC073052.1	ANKRD49
RP11-536C10.10	NEK2
RP11-103G8.1	SNRPC
AC010740.1	LRRC57
RP11-457K10.2	NFYB
ST13P14	ST13
TNXA	TNXB
HMGN2P24	HMGN2
RP11-6O24.1	MRPL49
IGLV3-4	IGLV3-32
USP9YP5	USP9Y
HCFC2P1	HCFC2
KRT8P45	KRT8
RP11-366M4.11	FARSB
AC090018.1	RPL31
AC018634.9	U47924.25
AC023468.2	AHCY
MTAPP2	MTAP
RP11-553N16.1	RPL6
RP11-941H19.1	RPL13A
RP11-72H11.1	RPS25
RP11-762H13.1	OR5B12
AK4P4	AK3
RP11-22N12.1	RPL35A
RP5-905H7.10	SLC25A1
RP11-278L15.3	WDR70
CTD-2019H15.1	HNRNPA1
AC138623.1	ZNF141
RP11-571F15.3	RPS8
RP1-131F15.2	LRRC8B
RP3-483K16.2	RPS16
EEF1DP5	EEF1D
RP11-597A11.3	SSBP4
RP11-214J9.1	RPS2
RP11-321E2.7	TAF11
RP11-413N13.1	AKR1A1
GS1-466O4.2	MAGEB3
TSPY22P	TSPY1
RP11-654E17.2	C11orf73
RP11-307B23.2	GPN3
RPL7AL2	RPL7A
AC004907.2	RPL7
AC083855.4	CHCHD4
OR4D8P	OR4D10
AC011933.2	RPL36A
RP11-348H3.4	RPS15A
RP5-1052M9.4	TEX13A
AC096732.1	RPL21
FUCA1P1	FUCA1
RP11-484D2.3	PPIA
HMGN1P5	HMGN1
GNG5P3	GNG5
RP11-237F13__B.2	CNOT7
H3F3AP4	H3F3B
RP11-44I10.1	RPS2
RP11-760D2.7	YWHAE
RP4-621B10.6	PRKAR1A
AC097533.1	RNF185
ALDH7A1P4	ALDH7A1
RP11-139F9.1	MTHFD1L
RP3-391O22.1	RPL36A
RP4-604G5.3	GJC3
AC019080.1	HIST3H3
RP11-179B15.2	TPT1
RP11-1277A3.2	C5orf25
RP11-53M11.2	SEC11A
AC133141.1	H3F3B
AC073958.2	DYNLL1
AC073264.6	TXNDC11
RP11-568G20.2	DDX18
LL22NC03-30E12.13	IGLV7-43
ECEL1P2	ECEL1
AC073072.7	RPS26
RP11-734J24.1	RPL21
TDGF1P4	TDGF1
KYNUP2	KYNU
RP11-112N19.1	RPL21
RP11-548K12.5	FAM27E2
WI2-80423F1.1	RPS15A
RP11-504H5.1	FAU
AC005251.4	RPS26
RP11-810P12.1	RPS2
RP1-6P5.2	RPL21
RANP3	RAN
RP11-499O7.5	AKR1C4
RP11-440B23.1	RFPL4A
TERF1P5	TERF1
AC011816.1	CBX3
RP11-314A5.3	IQCF5
AC016489.1	RPL31
RP11-74M13.4	YWHAQ
CTB-27N1.2	KRT18
RP11-180D15.1	P2RY10
RP11-323N10.1	AKR1B10
RP11-535K18.2	STK24
RP11-173D9.4	RPL7A
IGHV3-29	IGHV3-7
RP11-707M1.4	SPRYD5
RP11-574M7.1	GTF2I
HSP90AB2P	HSP90AB1
AP001116.3	C11orf61
RP11-185N2.1	TRIP11
RP11-119F7.3	RPS3A
KRT8P17	KRT8
FTLP18	FTL
CSNK1A1P3	CSNK1A1
HMGN1P33	HMGN1
RP11-351M16.2	ZNF101
RP11-404G16.2	ACSL3
RP11-790J24.2	RG9MTD3
RP11-568J23.1	RPL10A
RP11-105D1.2	DCAF13
AC093415.4	RPL21
ACTBP1	ACTB
AC013717.3	RPL12
RP4-639J15.2	AMD1
RP4-740C4.5	SNRPN
RP11-386B13.1	RPL22L1
RP11-346M5.1	TUBA1C
RP11-363E7.3	MAP1LC3B
RP11-420O16.2	NUP50
RP11-313I2.2	UBTF
CTD-2194F4.1	RPE
AP000859.4	ATP4B
RPL29P19	RPL29
AC098592.6	LSM5
RP11-74D3.2	PTPRD
OR6C66P	OR6C65
RP5-1174J21.2	RPS15A
IFNWP5	IFNW1
RP11-42L13.2	ALDH6A1
RP11-99A14.1	RGS10
RP11-473O4.1	RPL15
RP11-677M14.6	ESAM
FDPSP8	FDPS
RP11-678B3.2	HAUS6
RP11-17A4.1	RPL37
RP11-203P23.2	KIAA1191
ATP6V0E1P2	ATP6V0E1
MEP1AP3	MEP1A
TRIM60P17	TRIM60
AC073621.2	LNX1
KRT18P20	KRT18
OR52T1P	OR52H1
RP11-101B14.1	C12orf29
MRPL42P2	MRPL42
AF121898.2	VTA1
RPS29P20	RPS29
RP11-553K8.3	PEBP1
RP11-241F15.9	SNX18
METTL21AP1	METTL21A
RP1-261G23.4	EXOSC8
RP11-272J7.1	TCEB1
AC020550.7	RPL39
RP1-69E11.2	RPL34
RP11-478H16.1	FKBP3
AC034193.7	CYCS
AC000077.2	C3orf38
RP11-775B15.3	ZNF532
RP11-446G24.4	NUDT19
AC011242.6	C1GALT1C1
AC023128.2	SGCE
CICP3	CIC
AZGP1P1	AZGP1
AC016734.2	PRELID1
AC079781.7	RPS24
RP11-114H7.2	SUGP1
BZW1P2	BZW1
AC090042.1	RPL23A
RP11-436I9.5	KRT17
AC013437.6	MT-CO3
RP1-84O15.1	RPL10A
RP11-4H14.1	RPL23A
HMGB3P14	HMGB3
TYRL	TYR
RP11-451H23.1	PLP2
AC090958.1	FANCD2
RP11-10D7.5	RPL10
AC093142.2	RPL34
RP11-552J9.14	OAT
RP11-564P9.1	RFPL2
CTB-79E8.3	CCDC72
RP11-710E1.1	MRPL19
RPS7P3	RPS7
RP11-281O15.1	PIGF
RP13-77O11.2	EIF4A2
RPL7AP26	RPL7A
RP11-1036E20.8	SLC25A47
AC018633.4	DPY19L1
RPS4XP16	RPS4X
AC092066.6	RPL10
RP11-127B1.1	ZNF167
RP11-63P12.2	NME2
RP11-30P21.1	RPL21
GPM6BP3	GPM6B
PSMD10P1	PSMD10
RP11-453N18.1	TIGD1
AC084031.1	BANF1
CTD-2073O6.1	RPS3A
RP11-114H7.3	LRRC59
RP11-350J20.9	MMRN2
RP11-439L12.1	RPL21
HMGB3P15	HMGB3
FAM207BP	FAM207A
AC006466.5	C4orf34
RP11-174E22.2	CTSB
RP3-499B10.3	PLDN
IGLC5	IGLC1
RPL7L1P9	RPL7L1
RP11-468N14.6	SPOPL
AC010132.11	STRAP
TCEB1P15	TCEB1
VN1R38P	VN1R4
FABP5P12	FABP5
RP11-198M15.1	CHMP5
RP11-467L19.7	C9orf79
AP000949.1	GLMN
RP11-1134I14.7	IGLV8-61
RP11-731D1.3	PRSS48
GAPDHP2	GAPDH
GAPDHP62	GAPDH
TEDDM1P1	TEDDM1
FAM8A4P	FAM8A1
AC108479.1	NDUFB4
AC096664.1	RPL27
HSPD1P6	HSPD1
AC006335.6	TSPY1
RP11-560F8.1	OR7D4
CTD-2001A16.1	SLC25A5
OR5AC4P	OR5H2
RP3-340B19.5	RPL36
C1DP4	C1D
RP11-508N22.6	PARD3
MTND4P5	MT-ND4
RP11-554E23.3	NENF
AC090952.4	RHBDF1
RP11-415I12.1	RPS27
AL353997.2	TBC1D3
RP11-280K24.2	OR7E24
RP1-278E11.3	RPL23
RPL35P8	RPL35
RP11-401L13.5	RPL23A
RP11-359I18.1	RPL27
AC098831.4	PIGY
AC013268.4	ZNF595
RP11-531F16.3	C9orf85
RP11-536C10.13	FAR2
RP11-20C6.2	EEF1G
GRAPL	GRAP
RP11-397P13.7	RPL35A
AC008746.5	LSM6
TIMM9P3	TIMM9
RP11-1281K21.2	SNX18
RP4-803A2.2	RPS2
RP11-716D19.1	ESCO1
HNRNPA1P17	HNRNPA1L2
HLA-P	HLA-B
PHBP13	PHB
RP11-2A1.1	TTC5
IGLV2-28	IGLV2-11
RP11-167J8.1	RPS3A
RP11-567B20.1	NDUFA4
FAM206BP	FAM206A
OR4A6P	OR4A16
RP5-1059E7.2	FCF1
CTD-2014B16.1	TIMM23B
SAR1P1	SAR1A
AC106883.1	CBWD7
RP11-379P1.4	C4orf3
RP11-552M11.2	UBE2F
AP001342.1	CTAGE4
RP11-163O19.8	ANKRD33B
RP11-575L16.2	RHEB
RP11-498E11.1	EFTUD1
AP000357.5	ARL5A
RBMY2UP	RBMY1A1
COX7A2P1	COX7A2
RP3-388N13.1	PSMA2
AC009196.2	RPS17
RP11-408A13.1	CDCA4
RP11-395M19.1	RPL6
CTD-2303K11.1	RPS20
RIOK3P1	RIOK3
GAPDHP24	GAPDH
RP11-529A4.1	TRIM64B
RP11-517B11.2	BCL2L12
RP11-659O3.2	TRMT112
ATP5A1P10	ATP5A1
RP11-135M8__A.1	POLD1
AC126365.1	RPS6KB1
RPS10P20	RPS10
HMGB3P16	HMGB3
RP11-244J10.1	RPL26
ASB9P1	ASB9
CTC-362D12.1	KRT8
CTD-2265D6.1	SERBP1
RP11-29H23.5	GON4L
RP11-886I11.3	DUX4L4
RP11-736N17.3	RPL21
RP11-1136G11.6	EIF4A1
AC060834.2	CPAMD8
RP11-356M20.2	NSA2
RP1-279N11.1	C5orf44
CTD-2124B20.1	RPL6
FTH1P5	FTH1
RPL7L1P12	RPL7
RP11-79E3.1	RPS3A
RP4-633I8.2	RPL7
RPL21P132	RPL21
AC098831.4	PIGY
OR4A43P	OR4A5
RP11-618I10.2	UGT2A3
STRADBP1	STRADB
GS1-388B5.8	C11orf2
RP11-466P24.4	PDCD5
ENO1P3	ENO1
PRKRIRP1	PRKRIR
RP11-65N13.6	RPS10
AC092839.1	RPL23A
RP11-583M2.2	FAM60A
CTD-2518G19.1	RPL29
RP11-71L14.1	RPL35A
RP11-689J19.2	EIF4EBP1
RP11-156F23.2	RPL21
CNN2P12	CNN3
IGKV1D-32	IGKV1D-43
RP11-545M17.2	RPLP1
RP11-196D18.2	PSPH
RP11-182E14.1	RNF2
PPIAP21	PPIA
RP11-775A3.1	ZNF33A
RP11-351I21.6	USP17L2
GCNT1P5	GCNT1
RP5-837I24.3	MED28
RP11-757G14.1	RPL23A
RP11-399F2.1	C7orf42
RP11-177H22.2	HNRNPR
MCART5P	MCART1
CTD-2210P15.1	RPL29
AC062016.2	MT-CYB
AC112229.1	ZNF532
RP11-3L10.2	CMTM7
RP11-383J24.2	SOX2
AC013262.1	MT-CO2
RP11-357G3.2	XAGE5
RP11-383B24.3	FAM32A
RP11-26N15.1	UBA52
AC011747.5	SNRPE
RP11-813P10.2	PABPC4
RP11-686G17.1	MTHFD2
RP1-56L9.3	HNRNPH2
RP11-101K23.1	RPL13A
RP1-197J16.2	C3orf49
RP11-138H14.1	EIF4E
DBIP1	DBI
